Timestamp [ms][dev],Gyr.X,Gyr.Y,Gyr.Z,Axl.X,Axl.Y,Axl.Z,Mag.X,Mag.Y,Mag.Z,Temp,Hum
1740486669751,5.3725,-40.87125,-2.58125,-572.668,-811.3,-192.76,232.6805,120.1403,-230.7805,22.69518,20.4806
1740486669752,4.655,-41.5975,-3.12375,-556.686,-800.32,-194.468,226.5419,121.0172,-233.4113,22.69518,20.4806
1740486669754,3.91125,-42.0875,-3.61375,-532.164,-789.828,-190.808,221.2803,119.848,-237.3575,22.69518,20.4806
1740486669755,2.80875,-42.18375,-3.5525,-511.912,-782.02,-188.002,218.9418,118.3864,-229.6112,22.69518,20.4806
1740486669756,1.8725,-42.3325,-3.47375,-502.64,-782.386,-197.64,216.8956,119.2634,-235.7498,22.69518,20.4806
1740486669757,0.9625,-42.53375,-3.03625,-490.928,-790.194,-201.788,225.3727,114.2941,-223.765,22.69518,20.4806
1740486669759,0.0525,-42.35,-3.0275,-472.384,-794.952,-204.96,220.988,118.6787,-237.9421,22.69518,20.4806
1740486669760,-0.51625,-42.14875,-2.96625,-462.868,-804.346,-209.84,212.2186,118.0941,-242.1806,22.69518,20.4806
1740486669761,-1.02375,-41.685,-2.93125,-449.814,-807.03,-204.228,212.511,118.6787,-242.1806,22.69518,20.4806
1740486669763,-1.505,-41.1075,-2.61625,-435.54,-810.568,-206.546,222.7419,112.2479,-238.3806,22.69518,20.4806
1740486669764,-2.16125,-40.5125,-2.6425,-426.756,-815.326,-209.108,219.8188,115.171,-241.0114,22.69518,20.4806
1740486669765,-2.63375,-39.83875,-2.65125,-415.288,-815.57,-209.596,223.3265,118.6787,-237.796,22.69518,20.4806
1740486669766,-3.21125,-39.165,-2.3275,-412.482,-820.45,-213.866,223.6188,121.8942,-235.6036,22.69518,20.4806
1740486669768,-3.4475,-38.3425,-2.23125,-395.89,-828.258,-210.938,222.4496,118.0941,-237.9421,22.69518,20.4806
1740486669769,-3.675,-37.3975,-1.89875,-389.18,-833.87,-212.402,222.7419,118.9711,-242.9114,22.69518,20.4806
1740486669770,-3.77125,-36.32125,-1.93375,-390.644,-839.36,-215.33,225.665,119.5557,-247.2961,22.69518,20.4806
1740486669771,-4.31375,-35.37625,-1.7325,-386.13,-845.46,-214.842,227.1266,120.1403,-256.5039,22.69518,20.4806
1740486669772,-4.41875,-34.405,-1.37375,-384.422,-850.34,-219.234,230.6343,121.3096,-251.5346,22.69518,20.4806
